SENSOR_ID,LATITUDE,LONGITUDE
1278,10.49043,107.17147
1278,10.49043,107.17148
1278,10.49043,107.17148
1278,10.4904,107.17151
1278,10.49008,107.17122
1278,10.49036,107.1703
1278,10.49127,107.16846
1278,10.49272,107.16585
1278,10.4951,107.16253
1278,10.49808,107.15914
