time,oat,motor_status,difference_oat_and_con_temp
Apr 18 2011 09:30:08 AM,26.22,1,78.33
Apr 18 2011 10:00:08 AM,26.89,1,79.61
Apr 18 2011 10:30:08 AM,27.11,1,80.13
Apr 18 2011 11:00:08 AM,27.06,1,80.53
Apr 18 2011 11:30:08 AM,28.17,1,82.18
Apr 18 2011 12:00:08 PM,28.33,1,82.8
Apr 18 2011 12:30:08 PM,29.22,1,81.7
Apr 18 2011 01:00:08 PM,28.17,1,82.58
Apr 18 2011 01:30:08 PM,29.11,1,83.41
Apr 18 2011 02:00:08 PM,28.61,1,81.7
Apr 18 2011 02:30:08 PM,28.72,1,82.47
Apr 18 2011 03:00:08 PM,28.72,1,83.25
Apr 18 2011 03:30:08 PM,28.89,1,82.15
Apr 18 2011 04:00:08 PM,27.67,1,81.37
Apr 18 2011 04:30:08 PM,28.61,1,80.6
Apr 18 2011 05:00:08 PM,28.33,1,80.73
Apr 18 2011 05:30:08 PM,26.89,1,79.36
Apr 18 2011 06:00:08 PM,25.94,1,77.95
Apr 18 2011 06:30:08 PM,25.78,1,77.95
Apr 18 2011 07:00:08 PM,24.94,1,76.91
Apr 18 2011 07:30:08 PM,24.39,1,76.08
Apr 18 2011 08:00:08 PM,24.39,1,75.74
Apr 18 2011 08:30:08 PM,24.06,1,75.52
Apr 18 2011 09:00:08 PM,24.06,1,75.2
Apr 18 2011 09:30:08 PM,23.89,1,75
Apr 18 2011 10:00:08 PM,23.78,1,74.77
Apr 18 2011 10:30:08 PM,23.61,1,74.41
Apr 18 2011 11:00:08 PM,23.5,1,74.14
Apr 18 2011 11:30:08 PM,23.28,1,73.92
Apr 19 2011 12:00:08 AM,23.17,1,73.67
Apr 19 2011 12:30:08 AM,23.06,1,73.51
Apr 19 2011 01:00:08 AM,23,1,73.26
Apr 19 2011 01:30:08 AM,22.39,1,72.45
Apr 19 2011 02:00:08 AM,21.83,1,71.4
Apr 19 2011 02:30:08 AM,21.56,1,71.01
Apr 19 2011 03:00:08 AM,21.22,1,70.36
Apr 19 2011 03:30:08 AM,20.44,1,69.24
Apr 19 2011 04:00:08 AM,20.33,1,68.9
Apr 19 2011 04:30:08 AM,20.94,1,69.17
Apr 19 2011 05:00:08 AM,20.78,1,68.9
Apr 19 2011 05:30:08 AM,21.06,1,68.83
Apr 19 2011 06:00:08 AM,20.56,1,68.52
Apr 19 2011 06:30:08 AM,20.72,1,67.98
Apr 19 2011 07:00:08 AM,21.06,1,68.2
Apr 19 2011 07:30:08 AM,22.44,1,70.07
Apr 19 2011 08:00:08 AM,24.39,1,72.16
Apr 19 2011 08:30:08 AM,25.67,1,75.9
Apr 19 2011 09:00:08 AM,25.61,1,76.68
Apr 19 2011 09:30:08 AM,25.83,1,78.33
Apr 19 2011 10:00:08 AM,26.61,1,79.81
Apr 19 2011 10:30:08 AM,0,1,32
Apr 19 2011 11:00:08 AM,28,1,81.77
Apr 19 2011 11:30:08 AM,28.56,1,82.38
Apr 19 2011 12:00:08 PM,27.61,1,82.35
Apr 19 2011 12:30:08 PM,28.89,1,82.06
Apr 19 2011 01:00:08 PM,28.44,1,83.5
Apr 19 2011 01:30:08 PM,27.61,1,85.05
Apr 19 2011 02:00:08 PM,28.44,1,82.27
Apr 19 2011 02:30:08 PM,28.44,1,82.71
Apr 19 2011 03:00:08 PM,28.89,1,83.12
Apr 19 2011 03:30:08 PM,29.28,1,84.79
Apr 19 2011 04:00:08 PM,28.56,1,86.4
Apr 19 2011 04:30:08 PM,26.94,1,86.02
Apr 19 2011 05:00:08 PM,28.06,1,84.96
Apr 19 2011 05:30:08 PM,27.67,1,81.61
Apr 19 2011 06:00:08 PM,26.5,1,81.61
Apr 19 2011 06:30:08 PM,26.06,1,80.74
Apr 19 2011 07:00:08 PM,26.22,1,79
Apr 19 2011 07:30:08 PM,25.39,1,78.48
Apr 19 2011 08:00:08 PM,25.06,1,77.22
Apr 19 2011 08:30:08 PM,24.94,1,77.22
Apr 19 2011 09:00:08 PM,24.89,1,76.91
Apr 19 2011 09:30:08 PM,24.5,1,76.71
Apr 19 2011 10:00:08 PM,24.61,1,76.64
Apr 19 2011 10:30:08 PM,24.5,1,76.08
Apr 19 2011 11:00:08 PM,24.33,1,75.78
Apr 19 2011 11:30:08 PM,24.39,1,74.95
Apr 20 2011 12:00:08 AM,24.33,1,72.45
Apr 20 2011 12:30:08 AM,24.17,1,63.3
Apr 20 2011 01:00:08 AM,23.94,1,68.09
Apr 20 2011 01:30:08 AM,23.94,1,65.12
Apr 20 2011 02:00:08 AM,23.5,1,64.09
Apr 20 2011 02:30:08 AM,23.33,1,53.35
Apr 20 2011 03:00:08 AM,23.78,1,55.31
Apr 20 2011 03:30:08 AM,24.17,1,58.32
Apr 20 2011 04:00:08 AM,23.89,1,58.39
Apr 20 2011 04:30:08 AM,24.17,1,64.83
Apr 20 2011 05:00:08 AM,24.39,1,69.17
Apr 20 2011 05:30:08 AM,23.72,1,66.69
Apr 20 2011 06:00:08 AM,23.5,1,65.97
Apr 20 2011 06:30:08 AM,24.22,1,66.42
Apr 20 2011 07:00:08 AM,24.67,1,68.72
Apr 20 2011 07:30:08 AM,26.06,1,71.22
Apr 20 2011 08:00:08 AM,27.11,1,73.69
Apr 20 2011 08:30:08 AM,28.61,1,81.01
Apr 20 2011 09:00:08 AM,29.39,1,82.22
Apr 20 2011 09:30:08 AM,29.56,1,83.98
Apr 20 2011 10:00:08 AM,30.72,1,85.98
Apr 20 2011 10:30:08 AM,30.56,1,86.68
Apr 20 2011 11:00:08 AM,31.06,1,87.78
Apr 20 2011 11:30:08 AM,31.72,1,90.68
Apr 20 2011 12:00:08 PM,31.5,1,91.09
Apr 20 2011 12:30:08 PM,31.5,1,91.53
Apr 20 2011 01:00:08 PM,31.72,1,91.2
Apr 20 2011 01:30:08 PM,32.11,1,91.42
Apr 20 2011 02:00:08 PM,30.44,1,91.42
Apr 20 2011 02:30:08 PM,32.22,1,91.6
Apr 20 2011 03:00:08 PM,33.39,1,89.67
Apr 20 2011 03:30:08 PM,29.56,1,90.36
Apr 20 2011 04:00:08 PM,30.06,1,90.21
Apr 20 2011 04:30:08 PM,32,1,88.12
Apr 20 2011 05:00:08 PM,29.78,1,88.88
Apr 20 2011 05:30:08 PM,31.33,1,87.1
Apr 20 2011 06:00:08 PM,30.72,1,87.28
Apr 20 2011 06:30:08 PM,29.5,1,85.12
Apr 20 2011 07:00:08 PM,28.89,1,84.25
Apr 20 2011 07:30:08 PM,28,1,83.62
Apr 20 2011 08:00:08 PM,29.22,1,83.66
Apr 20 2011 08:30:08 PM,28.28,1,82.09
Apr 20 2011 09:00:08 PM,27.33,1,81.01
Apr 20 2011 09:30:08 PM,26.89,1,80.53
Apr 20 2011 10:00:08 PM,26.39,1,79.56
Apr 20 2011 10:30:08 PM,26.11,1,79.09
Apr 20 2011 11:00:08 PM,25.83,1,78.42
Apr 20 2011 11:30:08 PM,25.61,1,76.46
Apr 21 2011 12:00:08 AM,25.78,1,77.41
Apr 21 2011 12:30:08 AM,25.78,1,78.42
Apr 21 2011 01:00:08 AM,25.67,1,78.71
Apr 21 2011 01:30:08 AM,25.22,1,77.4
Apr 21 2011 02:00:08 AM,25.33,1,77.88
Apr 21 2011 02:30:08 AM,25.33,1,77.65
Apr 21 2011 03:00:08 AM,25.06,1,76.71
Apr 21 2011 03:30:08 AM,24.17,1,75.24
Apr 21 2011 04:00:08 AM,24.61,1,75.99
Apr 21 2011 04:30:08 AM,26.67,1,77.32
Apr 21 2011 05:00:08 AM,24.94,1,76.62
Apr 21 2011 05:30:08 AM,24.22,1,76.05
Apr 21 2011 06:00:08 AM,25.33,1,76.77
Apr 21 2011 06:30:08 AM,25.33,1,76.26
Apr 21 2011 07:00:08 AM,24.94,1,74.88
Apr 21 2011 07:30:08 AM,25.83,1,75.33
Apr 21 2011 08:00:08 AM,28,1,78.04
Apr 21 2011 08:30:08 AM,29.78,1,83.44
Apr 21 2011 09:00:08 AM,31.83,1,86.13
Apr 21 2011 09:30:08 AM,31.89,1,88.41
Apr 21 2011 10:00:08 AM,32,1,88.63
Apr 21 2011 10:30:08 AM,31.83,1,88.41
Apr 21 2011 11:00:08 AM,32,1,86.54
Apr 21 2011 11:30:08 AM,31.5,1,89.46
Apr 21 2011 12:00:08 PM,32.11,1,89.35
Apr 21 2011 12:30:08 PM,33,1,91.67
Apr 21 2011 01:00:08 PM,33.61,1,91.6
Apr 21 2011 01:30:08 PM,34.11,1,91.74
Apr 21 2011 02:00:08 PM,35.06,1,93.36
Apr 21 2011 02:30:08 PM,34.44,1,93.33
Apr 21 2011 03:00:08 PM,37.11,1,93.56
Apr 21 2011 03:30:08 PM,34.94,1,92.89
Apr 21 2011 04:00:08 PM,35.06,1,93.22
Apr 21 2011 04:30:08 PM,35.89,1,93.67
Apr 21 2011 05:00:08 PM,36.11,1,94.6
Apr 21 2011 05:30:08 PM,34.22,1,92.26
Apr 21 2011 06:00:08 PM,35.39,1,92.12
Apr 21 2011 06:30:08 PM,34.11,1,91.24
Apr 21 2011 07:00:08 PM,32.89,1,89.2
Apr 21 2011 07:30:08 PM,32.61,1,89.35
Apr 21 2011 08:00:08 PM,31.72,1,89.17
Apr 21 2011 08:30:08 PM,32.5,1,89.53
Apr 21 2011 09:00:08 PM,32,1,89.56
Apr 21 2011 09:30:08 PM,31.22,1,88.77
Apr 21 2011 10:00:08 PM,30.94,1,88.2
Apr 21 2011 10:30:08 PM,30.67,1,87.85
Apr 21 2011 11:00:08 PM,30.56,1,87.35
Apr 21 2011 11:30:08 PM,29.89,1,85.62
Apr 22 2011 12:00:08 AM,29.28,1,84.52
Apr 22 2011 12:30:08 AM,28.89,1,83.66
Apr 22 2011 01:00:08 AM,28.28,1,82.72
Apr 22 2011 01:30:08 AM,27.89,1,82.15
Apr 22 2011 02:00:08 AM,28.06,1,81.95
Apr 22 2011 02:30:08 AM,27.78,1,81.01
Apr 22 2011 03:00:08 AM,27.67,1,81.66
Apr 22 2011 03:30:08 AM,27.78,1,81.25
Apr 22 2011 04:00:08 AM,27.22,1,80.13
Apr 22 2011 04:30:08 AM,27.22,1,79.93
Apr 22 2011 05:00:08 AM,27.22,1,79.99
Apr 22 2011 05:30:08 AM,27.22,1,79.79
Apr 22 2011 06:00:08 AM,27.06,1,79.74
Apr 22 2011 06:30:08 AM,29.5,1,81.3
Apr 22 2011 07:00:08 AM,31.44,1,84.79
Apr 22 2011 07:30:08 AM,33.11,1,86.13
Apr 22 2011 08:00:08 AM,33.83,1,86.16
Apr 22 2011 08:30:08 AM,34.44,1,90.03
Apr 22 2011 09:00:08 AM,36,1,93.18
Apr 22 2011 09:30:08 AM,35.5,1,93.56
Apr 22 2011 10:00:08 AM,36.78,1,94.91
Apr 22 2011 10:30:08 AM,37.33,1,97.18
Apr 22 2011 11:00:08 AM,37.83,1,98.6
Apr 22 2011 11:30:08 AM,38.94,1,100.83
Apr 22 2011 12:00:08 PM,35.67,1,95.49
Apr 22 2011 12:30:08 PM,32.33,1,91.35
Apr 22 2011 01:00:08 PM,34,1,91.24
Apr 22 2011 01:30:08 PM,34.56,1,91.6
Apr 22 2011 02:00:08 PM,33.94,1,91.24
Apr 22 2011 02:30:08 PM,33.22,1,92.89
Apr 22 2011 03:00:08 PM,34,1,93.15
Apr 22 2011 03:30:08 PM,34.22,1,92.77
Apr 22 2011 04:00:08 PM,33.83,1,93.63
Apr 22 2011 04:30:08 PM,34,1,92.55
Apr 22 2011 05:00:08 PM,33.83,1,92.93
Apr 22 2011 05:30:08 PM,33.22,1,91.45
Apr 22 2011 06:00:08 PM,32.22,1,91.78
Apr 22 2011 06:30:08 PM,31.83,1,90.86
Apr 22 2011 07:00:08 PM,31.33,1,89.42
Apr 22 2011 07:30:08 PM,31.22,1,89.46
Apr 22 2011 08:00:08 PM,30.56,1,88.56
Apr 22 2011 08:30:08 PM,30.44,1,86.25
Apr 22 2011 09:00:08 PM,30.56,1,87.03
Apr 22 2011 09:30:08 PM,30.83,1,87.28
Apr 22 2011 10:00:08 PM,30.67,1,86.36
Apr 22 2011 10:30:08 PM,29.94,1,85.62
Apr 22 2011 11:00:08 PM,29.5,1,84.99
Apr 22 2011 11:30:08 PM,29.28,1,84.67
Apr 23 2011 12:00:08 AM,29,1,84.11
Apr 23 2011 12:30:08 AM,28.61,1,83.37
Apr 23 2011 01:00:08 AM,28.72,1,83.28
Apr 23 2011 01:30:08 AM,28.61,1,83.12
Apr 23 2011 02:00:08 AM,28.44,1,82.87
Apr 23 2011 02:30:08 AM,28.33,1,82.44
Apr 23 2011 03:00:08 AM,28.28,1,82.42
Apr 23 2011 03:30:08 AM,28,1,81.99
Apr 23 2011 04:00:08 AM,27.67,1,81.57
Apr 23 2011 04:30:08 AM,27.33,1,81.01
Apr 23 2011 05:00:08 AM,27.33,1,80.69
Apr 23 2011 05:30:08 AM,27.44,1,80.85
Apr 23 2011 06:00:08 AM,27.11,1,80.53
Apr 23 2011 06:30:08 AM,27.22,1,80.31
Apr 23 2011 07:00:08 AM,27.61,1,80.22
Apr 23 2011 07:30:08 AM,28.83,1,80.62
Apr 23 2011 08:00:08 AM,0,1,32
Apr 23 2011 08:30:08 AM,0,1,32
Apr 23 2011 09:00:08 AM,0,1,32
Apr 23 2011 09:30:08 AM,0,1,32
Apr 23 2011 10:00:08 AM,0,1,32
Apr 23 2011 10:30:08 AM,0,1,32
Apr 23 2011 11:00:08 AM,0,1,32
Apr 23 2011 11:30:08 AM,0,1,32
Apr 23 2011 12:00:08 PM,0,1,32
Apr 23 2011 12:30:08 PM,0,1,32
Apr 23 2011 01:00:08 PM,0,1,32
Apr 23 2011 01:30:08 PM,0,1,32
Apr 23 2011 02:00:08 PM,0,1,32
Apr 23 2011 02:30:08 PM,0,1,32
Apr 23 2011 03:00:08 PM,0,1,32
Apr 23 2011 03:30:08 PM,0,1,32
Apr 23 2011 04:00:08 PM,0,1,32
Apr 23 2011 04:30:08 PM,0,1,32
Apr 23 2011 05:00:08 PM,0,1,32
Apr 23 2011 05:30:08 PM,0,1,32
Apr 23 2011 06:00:08 PM,0,1,32
Apr 23 2011 06:30:08 PM,0,1,32
Apr 23 2011 07:00:08 PM,0,1,32
Apr 23 2011 07:30:08 PM,0,1,32
Apr 23 2011 08:00:08 PM,0,1,32
Apr 23 2011 08:30:08 PM,0,1,32
Apr 23 2011 09:00:08 PM,0,1,32
Apr 23 2011 09:30:08 PM,0,1,32
Apr 23 2011 10:00:08 PM,0,1,32
Apr 23 2011 10:30:08 PM,0,1,32
Apr 23 2011 11:00:08 PM,0,1,32
Apr 23 2011 11:30:08 PM,0,1,32
Apr 24 2011 12:00:08 AM,0,1,32
Apr 24 2011 12:30:08 AM,0,1,32
Apr 24 2011 01:00:08 AM,0,1,32
Apr 24 2011 01:30:08 AM,0,1,32
Apr 24 2011 02:00:08 AM,0,1,32
Apr 24 2011 02:30:08 AM,0,1,32
Apr 24 2011 03:00:08 AM,0,1,32
Apr 24 2011 03:30:08 AM,0,1,32
Apr 24 2011 04:00:08 AM,0,1,32
Apr 24 2011 04:30:08 AM,0,1,32
Apr 24 2011 05:00:08 AM,0,1,32
Apr 24 2011 05:30:08 AM,25.39,1,77.88
Apr 24 2011 06:00:08 AM,25.78,1,77.14
Apr 24 2011 06:30:08 AM,25.5,1,77.09
Apr 24 2011 07:00:08 AM,26.5,1,77.86
Apr 24 2011 07:30:08 AM,27.5,1,79.75
Apr 24 2011 08:00:08 AM,27.5,1,80.37
Apr 24 2011 08:30:08 AM,29.94,1,83.82
Apr 24 2011 09:00:08 AM,31.61,1,87.98
Apr 24 2011 09:30:08 AM,33,1,90.21
Apr 24 2011 10:00:08 AM,34.56,1,92.48
Apr 24 2011 10:30:08 AM,33.83,1,91.38
Apr 24 2011 11:00:08 AM,33.61,1,91.89
Apr 24 2011 11:30:08 AM,33.33,1,91.09
Apr 24 2011 12:00:08 PM,34.22,1,90.5
Apr 24 2011 12:30:08 PM,34,1,90.54
Apr 24 2011 01:00:08 PM,32.61,1,90.36
Apr 24 2011 01:30:08 PM,32.33,1,90.07
Apr 24 2011 02:00:08 PM,32.72,1,88.74
Apr 24 2011 02:30:08 PM,31.83,1,88.48
Apr 24 2011 03:00:08 PM,32.33,1,87.17
Apr 24 2011 03:30:08 PM,32.61,1,89.13
Apr 24 2011 04:00:08 PM,31.61,1,87.93
Apr 24 2011 04:30:08 PM,30.83,1,87.93
Apr 24 2011 05:00:08 PM,30.44,1,86.68
Apr 24 2011 05:30:08 PM,30.06,1,85.5
Apr 24 2011 06:00:08 PM,29.11,1,84.11
Apr 24 2011 06:30:08 PM,29.56,1,83.98
Apr 24 2011 07:00:08 PM,28.89,1,83.59
Apr 24 2011 07:30:08 PM,29.11,1,84.16
Apr 24 2011 08:00:08 PM,29.39,1,84.67
Apr 24 2011 08:30:08 PM,29.67,1,84.79
Apr 24 2011 09:00:08 PM,29.5,1,84.74
Apr 24 2011 09:30:08 PM,29.11,1,84.42
Apr 24 2011 10:00:08 PM,28.61,1,83.57
Apr 24 2011 10:30:08 PM,28.44,1,83.12
Apr 24 2011 11:00:08 PM,28.17,1,82.72
Apr 24 2011 11:30:08 PM,27.89,1,82.18
Apr 25 2011 12:00:08 AM,28,1,81.93
Apr 25 2011 12:30:08 AM,28.17,1,81.66
Apr 25 2011 01:00:08 AM,27.78,1,81.57
Apr 25 2011 01:30:08 AM,27.5,1,81.18
Apr 25 2011 02:00:08 AM,27.33,1,80.82
Apr 25 2011 02:30:08 AM,27.22,1,80.46
Apr 25 2011 03:00:08 AM,27.22,1,80.02
Apr 25 2011 03:30:08 AM,26.89,1,79.84
Apr 25 2011 04:00:08 AM,26.5,1,79.52
Apr 25 2011 04:30:08 AM,27.22,1,79.21
Apr 25 2011 05:00:08 AM,26.78,1,78.71
Apr 25 2011 05:30:08 AM,26.78,1,79.07
Apr 25 2011 06:00:08 AM,26.78,1,79.23
Apr 25 2011 06:30:08 AM,26.78,1,78.91
Apr 25 2011 07:00:08 AM,26.78,1,78.28
Apr 25 2011 07:30:08 AM,26.78,1,78.8
Apr 25 2011 08:00:08 AM,26.78,1,80.51
Apr 25 2011 08:30:08 AM,26.78,1,84.16
Apr 25 2011 09:00:08 AM,26.78,1,87.31
Apr 25 2011 09:30:08 AM,26.78,1,89.82
Apr 25 2011 10:00:08 AM,26.78,1,90.68
Apr 25 2011 10:30:08 AM,26.78,1,93.38
Apr 25 2011 11:00:08 AM,26.78,1,94.39
Apr 25 2011 11:30:08 AM,26.78,1,95.52
Apr 25 2011 12:00:08 PM,26.78,1,90.75
Apr 25 2011 12:30:08 PM,26.78,1,90.75
Apr 25 2011 01:00:08 PM,0,1,32
Apr 25 2011 01:30:08 PM,36.33,1,93.9
Apr 25 2011 02:00:08 PM,34.67,1,93.97
Apr 25 2011 02:30:08 PM,34.56,1,93.38
Apr 25 2011 03:00:08 PM,34.78,1,93.67
Apr 25 2011 03:30:08 PM,34.83,1,94.05
Apr 25 2011 04:00:08 PM,34.78,1,93.22
Apr 25 2011 04:30:08 PM,32.83,1,93.85
Apr 25 2011 05:00:08 PM,32.22,1,93.33
Apr 25 2011 05:30:08 PM,32.11,1,93
Apr 25 2011 06:00:08 PM,31.83,1,91.89
Apr 25 2011 06:30:08 PM,31.11,1,89.78
Apr 25 2011 07:00:08 PM,30.44,1,90.03
Apr 25 2011 07:30:08 PM,30.06,1,88.38
Apr 25 2011 08:00:08 PM,29.5,1,87.21
Apr 25 2011 08:30:08 PM,29.89,1,85.26
Apr 25 2011 09:00:08 PM,29.28,1,84.61
Apr 25 2011 09:30:08 PM,29,1,84.36
Apr 25 2011 10:00:08 PM,29,1,84.24
Apr 25 2011 10:30:08 PM,29.28,1,84.78
Apr 25 2011 11:00:08 PM,29.39,1,85.64
Apr 25 2011 11:30:08 PM,29.22,1,85.17
Apr 26 2011 12:00:08 AM,29.39,1,84.99
Apr 26 2011 12:30:08 AM,29.39,1,84.65
Apr 26 2011 01:00:08 AM,29.56,1,84.92
Apr 26 2011 01:30:08 AM,29.39,1,84.42
Apr 26 2011 02:00:08 AM,28.44,1,82.99
Apr 26 2011 02:30:08 AM,27.67,1,81.79
Apr 26 2011 03:00:08 AM,27.33,1,81.21
Apr 26 2011 03:30:08 AM,27.22,1,81.01
Apr 26 2011 04:00:08 AM,27.33,1,81.61
Apr 26 2011 04:30:08 AM,28.56,1,83.5
Apr 26 2011 05:00:08 AM,29.28,1,84.65
Apr 26 2011 05:30:08 AM,29.94,1,85.05
Apr 26 2011 06:00:08 AM,28.44,1,82.31
Apr 26 2011 06:30:08 AM,28.28,1,81.61
Apr 26 2011 07:00:08 AM,28.44,1,82.47
Apr 26 2011 07:30:08 AM,29.39,1,83.41
Apr 26 2011 08:00:08 AM,30.67,1,83.3
Apr 26 2011 08:30:08 AM,30.67,1,84.45
Apr 26 2011 09:00:08 AM,31.06,1,88.09
Apr 26 2011 09:30:08 AM,33.33,1,89.6
Apr 26 2011 10:00:08 AM,33.5,1,90.68
Apr 26 2011 10:30:08 AM,34.22,1,91.99
Apr 26 2011 11:00:08 AM,36.67,1,94.95
Apr 26 2011 11:30:08 AM,36.89,1,97.72
Apr 26 2011 12:00:08 PM,37.33,1,99.36
Apr 26 2011 12:30:08 PM,35.06,1,93.9
Apr 26 2011 01:00:08 PM,34.56,1,92.77
Apr 26 2011 01:30:08 PM,33.72,1,92.1
Apr 26 2011 02:00:08 PM,33.94,1,93
Apr 26 2011 02:30:08 PM,33.61,1,90.54
Apr 26 2011 03:00:08 PM,31.89,1,91.13
Apr 26 2011 03:30:08 PM,32.72,1,91.38
Apr 26 2011 04:00:08 PM,30.67,1,90.93
Apr 26 2011 04:30:08 PM,31.06,1,89.64
Apr 26 2011 05:00:08 PM,32.5,1,89.06
Apr 26 2011 05:30:08 PM,32.22,1,88.7
Apr 26 2011 06:00:08 PM,30.83,1,87.21
Apr 26 2011 06:30:08 PM,31.89,1,87.85
Apr 26 2011 07:00:08 PM,31.06,1,87.31
Apr 26 2011 07:30:08 PM,30.56,1,87.24
Apr 26 2011 08:00:08 PM,30.67,1,87.89
Apr 26 2011 08:30:08 PM,30.72,1,88.12
Apr 26 2011 09:00:08 PM,31.11,1,88.77
Apr 26 2011 09:30:08 PM,30.83,1,88.23
Apr 26 2011 10:00:08 PM,30.83,1,87.6
Apr 26 2011 10:30:08 PM,29.67,1,85.46
Apr 26 2011 11:00:08 PM,29.89,1,85.86
Apr 26 2011 11:30:08 PM,31.5,1,88.38
Apr 27 2011 12:00:08 AM,30.83,1,87.42
Apr 27 2011 12:30:08 AM,30.33,1,86.36
Apr 27 2011 01:00:08 AM,29.94,1,85.71
Apr 27 2011 01:30:08 AM,30.06,1,85.39
Apr 27 2011 02:00:08 AM,29.89,1,85.37
Apr 27 2011 02:30:08 AM,30.44,1,85.5
Apr 27 2011 03:00:08 AM,29.94,1,85.51
Apr 27 2011 03:30:08 AM,29.78,1,85.39
Apr 27 2011 04:00:08 AM,29.5,1,84.54
Apr 27 2011 04:30:08 AM,29.78,1,84.74
Apr 27 2011 05:00:08 AM,29.67,1,85.26
Apr 27 2011 05:30:08 AM,29,1,83.75
Apr 27 2011 06:00:08 AM,28.61,1,82.99
Apr 27 2011 06:30:08 AM,29,1,83.08
Apr 27 2011 07:00:08 AM,31.11,1,83.98
Apr 27 2011 07:30:08 AM,31.89,1,85.55
Apr 27 2011 08:00:08 AM,32.61,1,89.13
Apr 27 2011 08:30:08 AM,33.22,1,91.45
Apr 27 2011 09:00:08 AM,31.89,1,90.18
Apr 27 2011 09:30:08 AM,32.5,1,90.39
Apr 27 2011 10:00:08 AM,33.61,1,91.85
Apr 27 2011 10:30:08 AM,34,1,90.54
Apr 27 2011 11:00:08 AM,33,1,90.75
Apr 27 2011 11:30:08 AM,32.89,1,91.38
Apr 27 2011 12:00:08 PM,33.11,1,90.75
Apr 27 2011 12:30:08 PM,0,1,32
Apr 27 2011 01:00:08 PM,0,1,89.1
Apr 27 2011 01:30:08 PM,0,1,90.64
Apr 27 2011 02:00:08 PM,0,1,91.92
Apr 27 2011 02:30:08 PM,0,1,32
Apr 27 2011 03:00:08 PM,0,1,32
Apr 27 2011 03:30:08 PM,0,1,89.42
Apr 27 2011 04:00:08 PM,30.72,1,89.6
Apr 27 2011 04:30:08 PM,30.17,1,88.52
Apr 27 2011 05:00:08 PM,30.56,1,87.28
Apr 27 2011 05:30:08 PM,30.33,1,85.89
Apr 27 2011 06:00:08 PM,29.67,1,85.15
Apr 27 2011 06:30:08 PM,29.22,1,83.86
Apr 27 2011 07:00:08 PM,28.72,1,83.59
Apr 27 2011 07:30:08 PM,28.61,1,83.01
Apr 27 2011 08:00:08 PM,28.33,1,82.89
Apr 27 2011 08:30:08 PM,29,1,83.21
Apr 27 2011 09:00:08 PM,28.61,1,83.16
Apr 27 2011 09:30:08 PM,28.56,1,83.34
Apr 27 2011 10:00:08 PM,28.61,1,83.41
Apr 27 2011 10:30:08 PM,28.56,1,83.46
Apr 27 2011 11:00:08 PM,28,1,82.47
Apr 27 2011 11:30:08 PM,27.78,1,82.18
Apr 28 2011 12:00:08 AM,27.67,1,81.95
Apr 28 2011 12:30:08 AM,27.78,1,81.93
Apr 28 2011 01:00:08 AM,27.22,1,80.98
Apr 28 2011 01:30:08 AM,26.78,1,80.22
Apr 28 2011 02:00:08 AM,27.06,1,80.47
Apr 28 2011 02:30:08 AM,26.67,1,80.17
Apr 28 2011 03:00:08 AM,26.78,1,80.28
Apr 28 2011 03:30:08 AM,26.39,1,79.23
Apr 28 2011 04:00:08 AM,25.78,1,78.33
Apr 28 2011 04:30:08 AM,27.11,1,79.52
Apr 28 2011 05:00:08 AM,27.11,1,79.36
Apr 28 2011 05:30:08 AM,27.11,1,79.21
Apr 28 2011 06:00:08 AM,26.11,1,77.49
Apr 28 2011 06:30:08 AM,25.06,1,76.17
Apr 28 2011 07:00:08 AM,26.22,1,76.8
Apr 28 2011 07:30:08 AM,27.5,1,78.01
Apr 28 2011 08:00:08 AM,29.5,1,81.95
Apr 28 2011 08:30:08 AM,30.44,1,84.58
Apr 28 2011 09:00:08 AM,30.28,1,84.78
Apr 28 2011 09:30:08 AM,30.56,1,85.71
Apr 28 2011 10:00:08 AM,30.94,1,87.93
Apr 28 2011 10:30:08 AM,31.83,1,89.56
Apr 28 2011 11:00:08 AM,31.61,1,88.48
Apr 28 2011 11:30:08 AM,32.83,1,88.34
Apr 28 2011 12:00:08 PM,30.44,1,89.1
Apr 28 2011 12:30:08 PM,30.72,1,88.92
Apr 28 2011 01:00:08 PM,31.11,1,88.2
Apr 28 2011 01:30:08 PM,31.44,1,87.64
Apr 28 2011 02:00:08 PM,31.89,1,87.24
Apr 28 2011 02:30:08 PM,30.67,1,86.86
Apr 28 2011 03:00:08 PM,30.33,1,87.75
Apr 28 2011 03:30:08 PM,30.17,1,86.29
Apr 28 2011 04:00:08 PM,29.89,1,85.77
Apr 28 2011 04:30:08 PM,30.28,1,86.25
Apr 28 2011 05:00:08 PM,29.56,1,84.29
Apr 28 2011 05:30:08 PM,29.22,1,84.45
Apr 28 2011 06:00:08 PM,29.28,1,83.05
Apr 28 2011 06:30:08 PM,28.44,1,82.15
Apr 28 2011 07:00:08 PM,27.78,1,81.37
Apr 28 2011 07:30:08 PM,27.11,1,81.57
Apr 28 2011 08:00:08 PM,26.89,1,80.46
Apr 28 2011 08:30:08 PM,26.78,1,80.1
Apr 28 2011 09:00:08 PM,26.5,1,79.9
Apr 28 2011 09:30:08 PM,26.33,1,79.56
Apr 28 2011 10:00:08 PM,26.11,1,79.41
Apr 28 2011 10:30:08 PM,25.94,1,79.09
Apr 28 2011 11:00:08 PM,25.83,1,78.85
